vessel_name,year,vessel_type,attack_type,place,coord,latitude,longitude,distance
Alentejo,2018,Bulk Carrier,Boarded,Cam Pha,20:57.08N –107:19.33E,20.952222222222222,107.32583333333334,7.624320138594478
Globe Explorer,2018,Bulk Carrier,Boarded,"Godau Port,",10:39.0N –107:00.9E,10.65,107.0025,7.259398810554112
Mount Apo,2018,Bulk Carrier,Boarded,Tianjin,38:49.2N –118:14.5E,38.81722222222223,118.23472222222222,50.68828139130705
Alpha Bulker,2018,Bulk Carrier,Boarded,Campha,20:53.4N –107:16.8E,20.884444444444444,107.26888888888888,13.913570116489153
Glovis Maple,2018,Bulk Carrier,Boarded,Campha,20:55.12N –107:17.41E,20.92,107.29472222222222,10.211424117177803
ASL Scorpio,2018,Tug Singapore,Boarded,11nm South of,21:12.60N –072:12.79E,21.216666666666665,72.22194444444445,20.73305648590884
BBC Amber,2018,General Cargo,Boarded,Chittagong,22:08.6N –091:44.0E,22.134999999999998,91.73333333333333,24.699880582013446
Bertina,2018,Product Tanker,Boarded,Chittagong,22:12.86N –091:44.54E,22.223888888888887,91.74833333333333,15.315640861788793
Medi Firenze,2018,Bulk Carrier,Boarded,Chittagong,22:19.45N –091:43.67E,22.329166666666666,91.73527777777778,9.983730277549169
Ocean Nhava,2018,Sheva,Boarded,Chittagong,22:02.8N –091:46.5E,22.035555555555558,91.76805555555555,29.406012071192144
Stargate,2018,Bulk Carrier,Berthed,Sagar Inner,21:41.60N –088:01.35E,21.7,88.02638888888889,26.159070934383205
MCC Ningbo,2018,Container,Boarded,Chittagong,22:06.7N –091:44.7E,22.101944444444445,91.73527777777778,28.00650005621418
West Scent,2018,Container,Boarded,Chittagong,22:12.02N –091:44.20E,22.200555555555553,91.7388888888889,18.012601785611036
Berlian Ekuator,2018,LPG Tanker,Boarded,Deendayal,22:48.1N –069:59.3E,22.80027777777778,69.98416666666667,27.266304188125748
Name Withheld,2018,Product Tanker,Boarded,Kakinada,17:02.4N –082:26.1E,17.034444444444446,82.43361111111112,21.291268625648268
Name Withheld,2018,Asphalt Tanker,Boarded,Port Au Prince,18:34.34N –072:22.87W,18.57611111111111,-72.39083333333333,3.970801514340747
CMB,2018,Yasmine,Boarded,Callao,12:01.67S –077:12.10W,-12.035277777777779,-77.20277777777778,7.648967566752026
Stenaweco Caterina,2018,Corrado,Boarded,Puerto La Cruz,10:16.5N –064:42.3W,10.268055555555556,-64.70083333333334,8.503331631520531
Rio Apure,2018,Tanker,Boarded,Puerto La,10:14.2N –064:44.2W,10.233888888888888,-64.73388888888888,6.542290420000662
Maersk Maya,2018,Product Tanker,Boarded,Port Au Prince,18:34.15N –072:24.29W,18.570833333333333,-72.40805555555556,3.4164551497302846
Celina Star,2018,Container,Boarded,Guayaquil,02:21.3S –079:59.7W,-2.3508333333333336,-79.98527777777778,16.64434605684945
Eco Splendor,2018,Bulk Carrier,Boarded,Callao,12:01.8S –077:11.2W,-12.01888888888889,-77.18388888888889,6.481386707844067
Silver Point,2018,Product Tanker,Boarded,Puerto La Cruz,10:17.0N –064:42.5W,10.283333333333333,-64.70138888888889,10.19009780469098
Name Withheld,2018,Bulk Carrier,Boarded,Around 6nm,00:03.88N –050:58.34W,0.07444444444444445,-50.976111111111116,9.084615503864233
Nord Seoul,2018,Bulk Carrier,Boarded,Callao,12:01.4S –077:10.7W,-12.017777777777779,-77.16861111111112,5.272129510224361
Green Magic,2018,Refrigerated Cargo,Boarded,Georgetown,06:59.0N –058:02.0W,6.983333333333333,-58.03333333333333,23.9340864808293
Maersk Matsuyama,2018,Product Tanker,Boarded,Mamonal,10:19.3N –075:31.7W,10.317499999999999,-75.51861111111111,9.34423410537806
Jumeirah Beach,2018,Bulk Carrier,Boarded,Macapa,00:04.0N –050:58.5W,0.06666666666666667,-50.96805555555556,10.144917314229076
Grande Francia,2018,Ro-Ro Cargo Ship,Boarded,Santos,24:05.9S –046:17.4W,-24.085833333333333,-46.28444444444444,10.664371926372366
Name Withheld,2018,Product Tanker,Boarded,Puerto La Cruz,10:16.4N –064:42.8W,10.267777777777779,-64.70222222222222,8.491393548766334
Lyra Leader,2018,Vehicle Carrier,Boarded,Callao,12:01.4S –077:11.3W,-12.017777777777779,-77.18416666666667,6.575698026543546
Blackcomb Spirit,2018,Tanker,Boarded,Puerto Jose,10:11.86N –064:46.90W,10.207222222222223,-64.79166666666667,11.047737687828826
Meridian Express,2018,Product,Boarded,Around 6.24nm,06:17.8N –003:19.7E,6.285555555555556,3.3186111111111107,18.25833759086464
Mount Express,2018,Product Tanker,Boarded,Around 5.6nm,06:19.15N –003:20.35E,6.320833333333333,3.343055555555556,14.261232521836696
Atlantic Crown,2018,Product Tanker,Boarded,Lagos STS,06:18.23N –003:20.11E,6.306388888888889,3.336388888888889,15.885268043776346
Name Withheld,2018,Offshore Supply,Boarded,Takoradi,04:54.4N –001:43.1W,4.901111111111112,-1.7169444444444446,3.67096119272454
Luwen-Yu 2,2018,Fishing Vessel,Boarded,Around 10nm,04:06.0N –008:51.0E,4.1,8.85,38.81299216364835
Sea Emperor,2018,Product Tanker,Boarded,Cotonou,06:17.9N –002:30.3E,6.285833333333334,2.5008333333333335,12.422308018384484
ST Marseille,2018,Product Tanker,Boarded,Cotonou,06:16.31N –002:29.24E,6.275277777777777,2.49,12.7329357941934
MSC Maria,2018,General Cargo,Boarded,Around 36nm,03:57.0N –006:42.5E,3.95,6.701388888888889,64.95541318225045
Dong-A Krios,2018,Product Tanker,Boarded,Around,06:17.8N –003:25.1E,6.285555555555556,3.4169444444444443,17.84812162185986
Isleman,2018,Refrigerated Cargo,Boarded,Around 7.5nm,06:15.4N –002:30.5E,6.251111111111111,2.501388888888889,15.623560446183562
Luronyuanyu 216,2018,Fishing Vessel,Hijacked,Around 30nm,06:01.0N –003:12.0E,6.016666666666667,3.2,44.74875029227052
Name Withheld,2018,Fishing Vessel,Hijacked,Around 27nm,05:20.0N –000:51.4E,5.333333333333333,0.851111111111111,51.27920785128613
FWN Rapide,2018,General Cargo,Boarded,Around 38nm,03:48.0N –006:50.0E,3.8,6.833333333333333,81.2111550471119
Asia Ruby I,2018,Bulk Carrier,Boarded,"Berth No. 8,",06:26.82N –003:22.58E,6.456111111111111,3.3827777777777777,1.3347241583493628
Nord Colorado,2018,Bulk Carrier,Boarded,Takoradi,04:54.0N –001:41.0W,4.9,-1.6833333333333333,5.1283159259266
Mount Travers,2018,Bulk Carrier,Boarded,"Lagos Port,",06:26.18N –003:23.42E,6.4383333333333335,3.395,1.7406736080437823
Maersk Tangier,2018,Product Tanker,Boarded,Lagos,06:15.9N –003:12.2E,6.2525,3.200555555555556,19.35592214116886
Seabreeze,2018,Product Tanker,Boarded,Lagos,06:18.0N –003:20.2E,6.3,3.333888888888889,16.58831029926513
Brent,2018,Product Tanker,Boarded,"NOJ Terminal,",06:27.3N –003:22.3 E,6.450833333333334,3.3675,0.965704537592324
Name Withheld,2018,Offshore Supply,Boarded,Takoradi,04:53.6N –001:42.3W,4.885,-1.7008333333333332,5.651192520022872
BW Tiger,2018,Product Tanker,Boarded,Abidjan,05:11.45N –004:04.27W,5.195833333333334,-4.074166666666667,12.530966576416166
Name Withheld,2018,Product Tanker,Boarded,"Port of Nacala,",14:32.27S –040:40.15E,-14.540833333333333,40.670833333333334,2.870878610447779
Name Withheld,2018,Product Tanker,Boarded,Conakry,09:20.8N –013:43.3W,9.335555555555556,-13.7175,22.299540680412754
BW Puma,2018,Product Tanker,Boarded,Lagos Secure,06:16.51N –003:13.15E,6.280833333333334,3.2208333333333337,17.47372152021154
John Ernest Aidoo,2018,Tug Ghana,Boarded,Takoradi,04:54.10N –001:41.17W,4.902777777777779,-1.6880555555555556,4.551686606728356
Name Withheld,2018,Bulk Carrier,Boarded,Takoradi,04:54.28N –001:39.57W,4.9077777777777785,-1.6658333333333333,6.142739661409274
Maersk Tacoma,2018,Product Tanker,Boarded,Lagos Secure,06:17.20N –003:13.87E,6.288888888888889,3.2408333333333332,17.986174395339273
DHT Lion,2018,Tanker,Boarded,Pointe Noire,04:46.7S –011:47.0E,-4.768611111111111,11.783333333333333,8.37383924383939
Skandi Skansen,2018,Offshore Supply,Boarded,"Sekondi Port,",04:56.4N –001:42.0W,4.934444444444445,-1.7,1.6128177338373628
Name Withheld,2018,Offshore Supply,Hijacked,Around 68nm,04:57.56S –010:43.11E,-4.9655555555555555,10.719722222222222,125.72882270161644
British Seafarer,2018,Product Tanker,Boarded,Lagos,06:21.4N –003:19.3E,6.351111111111111,3.3175,11.07526868965987
Beks Cenk,2018,Bulk Carrier,Boarded,Conakry,09:19.8N –013:44.1W,9.318888888888889,-13.73361111111111,24.42699157860115
Chanlong 2,2018,Fishing Trawler,Boarded,Around 13nm,04:18.31N –008:47.63E,4.3086111111111105,8.800833333333333,20.11895079366713
Chanlong 7,2018,Fishing Trawler,Boarded,Around 13nm,04:18.31N –008:47.63E,4.3086111111111105,8.800833333333333,20.11895079366713
Haiying 7,2018,Fishing Trawler,Boarded,Around 13nm,04:18.31N –008:47.63E,4.3086111111111105,8.800833333333333,20.11895079366713
Haiying 9,2018,Fishing Trawler,Boarded,Around 13nm,04:18.31N –008:47.63E,4.3086111111111105,8.800833333333333,20.11895079366713
Renouveau 6,2018,Fishing Trawler,Boarded,Around 13nm,04:18.31N –008:47.63E,4.3086111111111105,8.800833333333333,20.11895079366713
Ocean Promise,2018,Container,Boarded,Pointe Noire,04:44.9S –011:45.4E,-4.735833333333334,11.751111111111111,11.002265153883467
Tiberius,2018,Bulk Carrier,Attempted,Around 9nm,02:27.4N –101:39.11E,2.4511111111111115,101.65305555555557,17.90559790348779
Asali,2018,Bulk Carrier,Attempted,Muara Berau,00:16.22S –117:36.11E,-0.2727777777777778,117.60305555555556,20.5801183198537
Name Withheld,2018,Bulk Carrier,Attempted,Muara Berau,00:16.15S –117:43.01E,-0.2708333333333333,117.71694444444445,32.58409709932229
Kudos 1 General Cargo,2018,Philippines,Fired upon,Off Sibago,06:44.21N –122:23.50E,6.739166666666667,122.39722222222223,17.25733385065378
Alkyonis,2018,Bulk Carrier,Attempted,Muara Berau,00:14.33S –117:35.07E,-0.2425,117.58527777777778,20.555500101398607
Alkyonis,2018,Bulk Carrier,Attempted,Muara Berau,00:14.33S –117:35.07E,-0.2425,117.58527777777778,20.555500101398607
Baltic Scorpion,2018,Bulk Carrier,Attempted,Muara Berau,00:13.8S –117:33.8E,-0.21888888888888888,117.55222222222221,19.55811337399894
NA Fishing Vessel,2018,Malaysia,Attempted,Around 10nm,04:55.12N –119:06.70E,4.92,119.11944444444444,36.2097430163696
Name Withheld,2018,Bulk Carrier,Attempted,Around 5nm,00:02.4S –117:34.9E,-0.034444444444444444,117.56916666666666,19.335504766289795
Mykonos,2018,Bulk Carrier,Attempted,Batangas,13:44.4N –121:01.9E,13.734444444444444,121.01916666666666,3.7017152206414985
Red Lily,2018,Bulk Carrier,Attempted,Muara Berau,00:15.52S –117:41.96E,-0.2644444444444444,117.71000000000001,32.04429258628909
Maersk Mishima,2018,Product Tanker,Attempted,Insular Oil,07:06.9N –125:39.5E,7.1025,125.65138888888889,3.5613425323912318
Helen N Bulk Carrier,2018,Liberia,Attempted,Caofeidian,38:51.2N –118:36.6E,38.85055555555556,118.60166666666666,68.96971892086073
Berge Atlas,2018,Bulk Carrier,Attempted,Caofeidian,38:43.9N –118:32.6E,38.719166666666666,118.535,74.8702473845401
Team Challenge,2018,Bulk Carrier,Attempted,Diamond,22:11.56N –088:09.59E,22.198888888888888,88.16638888888889,2.481394208279243
Tiberius,2018,Bulk Carrier,Attempted,Chittagong,22:07.70N –091:43.41E,22.136111111111113,91.72805555555556,24.81702071200947
Vela Ocean,2018,Bulk Carrier,Attempted,Chittagong,22:15.0N –091:44.9E,22.25,91.73583333333333,13.905885561509576
Name Withheld,2018,Bulk Carrier,Attempted,Puerto Jose,10:09.69N –064:48.49W,10.169166666666667,-64.81361111111111,13.548870064288622
Jag Punit,2018,Product Tanker,Attempted,Puerto Jose,10:11.34N –064:47.74W,10.192777777777778,-64.80388888888889,12.25309053350595
Maersk Nienburg,2018,Container,Attempted,Estero Salada,02:22.3S –080:00.9W,-2.3675,-80.0025,17.009151282022856
Maersk Niteroi,2018,Container,Attempted,Around 16nm,02:30.9S –080:05.1W,-2.5025,-80.08361111111111,29.214934943477893
Leopard Sun,2018,Product Tanker,Fired upon,Around 315nm,03:28.1N –050:27.8E,3.4669444444444446,50.452222222222225,298.41128415134915
Kriti Spirit,2018,Tanker,Fired upon,Gulf of Aden,13:58.1N –051:25.3E,13.966944444444444,51.4175,138.84121831020886
Seaways Ariadmar,2018,Products,Attempted,Lagos Outer,06:18.05N –003:23.61E,6.301388888888889,3.4002777777777777,16.181550206987044
Anna B Offshore Support,2018,Vessel,Attempted,"Douala Port,",04:00.8N –009:40.3E,4.002222222222223,9.667499999999999,6.527592510217335
Lutetia,2018,Container,Fired upon,Around,03:42.59N –007:05.59E,3.716388888888889,7.099722222222222,81.6811285378199
Belema Light,2018,Crude,Fired upon,Around 42nm,03:41.5N –006:37.5E,3.6847222222222227,6.618055555555556,81.0570292082605
Interim,2018,Tanker,Fired upon,Around 25nm,04:02.66N –006:34.33E,4.051666666666667,6.575833333333333,47.04700209375905
Kota Sahabat,2018,Container,Attempted,Around,03:33.8N –007:02.7E,3.552222222222222,7.035277777777778,100.58416625269406
China Frost,2018,Refrigerated,Fired upon,Around,03:38.1N –006:42.0E,3.633611111111111,6.7,90.72952186377951
Biskra,2018,Product Tanker,Fired upon,Around 29nm,03:57.31N –006:52.39E,3.9586111111111113,6.8775,63.49611174048669
Name Withheld,2018,Tanker,Fired upon,Around 53nm,03:35.0N –006:44.0E,3.5833333333333335,6.733333333333333,97.40943400353386
Eleni M Bulk Carrier,2018,Malta,Attempted,Around 41nm,03:37.2N –006:16.4E,3.6172222222222223,6.267777777777778,76.92041975681533
Frio Nagato,2018,Refrigerated Cargo,Fired upon,Around 18.7nm,04:06.4N –006:55.9E,4.101111111111111,6.919166666666667,47.77100333636336
Toscana,2018,Tug Italy 431 9807827,Attempted,Around 257nm,01:30.1N –001:15.7E,1.5002777777777778,1.2519444444444445,472.1491890686265
Name Withheld,2018,Tanker,Fired upon,Around 100nm,02:45.6N –006:39.1E,2.7516666666666665,6.650277777777778,149.8244883699126
STI Osceola,2018,Product Tanker,Attempted,Lagos Secure,06:15.9N –003:13.3E,6.2525,3.2175000000000002,20.07607683286367
BW Frigg,2018,LPG Tanker,Fired upon,Around 101nm,04:46.7S –010:08.3E,-4.768611111111111,10.134166666666665,158.73149614414
UACC Sound,2018,Product Tanker,Attempted,Nacala Outer,14:22.75S –040:42.05E,-14.387500000000001,40.70138888888889,19.44712610707631
LNG River Niger,2018,LNG Tanker,Fired upon,Around 30nm,03:57.37N –006:50.59E,3.960277777777778,6.849722222222222,64.97695338927156
Camden,2018,Chemical Tanker,Fired upon,Around 93nm,04:39.9N –004:01.0E,4.652500000000001,4.016666666666667,182.66670450600088
Mito General Cargo,2019,Panama,Boarded,Ciwandan,05:59.1S –105:56.2E,-5.983611111111111,105.93388888888889,9.459936789163208
Maersk Capri,2019,Chemical Tanker,Boarded,Belawan,03:55.4N –098:47.0E,3.917777777777778,98.78333333333333,17.23840126364375
Peterborough,2019,Bulk Carrier,Boarded,Taboneo,03:41.36S –114:26.46E,-3.6933333333333334,114.44611111111111,20.456986670357306
TRF Kaya,2019,Container,Boarded,Manila South,14:33.3N –120:54.1E,14.550833333333333,120.90027777777779,7.430766468208513
Jackson Bay,2019,Container,Boarded,Jakarta Container,06:05.7S –106:55.2E,-6.085277777777778,106.91722222222222,10.647807983527017
Princess Paula,2019,Bulk Carrier,Boarded,Lubuk Gaung,01:42.76N –101:26.62E,1.721111111111111,101.45055555555555,4.503494073294238
Da Yang Bai Li,2019,General Cargo,Boarded,Around 4nm East,01:00.1N –104:54.8E,1.0002777777777778,104.90222222222222,47.37037583185298
Barlian T1201,2019,Tug Niue 153 9433432,Boarded,Around 3.4nm SSE,01:13.00N –103:34.50E,1.2166666666666668,103.58055555555555,13.540117888239115
Odysseas L,2019,Bulk Carrier,Boarded,Taboneo,03:43.0S –114:26.3E,-3.716666666666667,114.43416666666667,23.21645153488891
CSK Enterprise,2019,Bulk Carrier,Boarded,"D6 Berth,",05:59.8S –105:57.8E,-5.985555555555556,105.95222222222222,7.441549834021629
SafeSea Neha II,2019,Bulk Carrier,Boarded,Around 13nm ENE,01:35.83N –104:28.73E,1.606388888888889,104.48694444444445,29.669304425927688
CK Bluebell,2019,Bulk Carrier,Boarded,Around 16nm NW,02:55.8N –105:10.8E,2.9188888888888886,105.16888888888889,60.31131391230238
Crest Onyx,2019,Offshore Tug,Boarded,PT Dharma Sentosa,01:04.15N –103:54.20E,1.0708333333333333,103.90555555555557,6.666109708043982
Bright Dawn,2019,Product Tanker,Boarded,"SDS Terminal,",01:45.5N –101:22.0E,1.7513888888888889,101.36666666666666,2.3870605353737107
Sichem Rio,2019,Chemical Tanker,Boarded,Around 5nm North,06:01.1S –106:52.8E,-6.016944444444444,106.86888888888888,19.677059541792033
Strategic Unity,2019,Bulk Carrier,Boarded,Belawan,03:56.8N –098:48.7E,3.9355555555555557,98.80194444444444,19.77816217714984
Salviceroy,2019,Tug Singapore,Boarded,"Batam Anchorage,",01:06.15N –103:53.06E,1.1041666666666667,103.885,5.082218932005672
Tomini Dynasty,2019,Bulk Carrier,Boarded,Belawan,03:54.40N –098:47.25E,3.911111111111111,98.79027777777777,17.82515844920241
British Contributor,2019,LNG Tanker,Boarded,Around 15nm East,01:34.6N –104:30.9E,1.5683333333333334,104.5025,30.82610315967171
NA Fishing Vessel,2019,Malaysia,Boarded,Around 6.3nm,05:34.05N –119:07.05E,5.5680555555555555,119.11805555555554,92.04740190896665
Transpacific,2019,Bulk Carrier,Boarded,Singapore Straits,01:02.7N –103:39.0E,1.035277777777778,103.65,25.522723683501475
Clipper Eos,2019,LPG Tanker,Anchored,"Johor Anchorage,",01:18.14N –104:07.03E,1.3038888888888889,104.11749999999999,6.79807249249403
Hirado,2019,Tanker,Boarded,Singapore Straits,01:05.1N –103:42.3E,1.083611111111111,103.70083333333334,22.456514908888362
Nord Steel,2019,Bulk Carrier,Boarded,Singapore Straits,01:03.45N –103:38.70E,1.0625,103.65277777777779,26.047051719501287
CSK Enterprise,2019,Bulk Carrier,Boarded,Cigading,06:01.3S –105:53.8E,-6.0175,105.88555555555556,12.913162782619432
Kmax Evdokia,2019,Bulk Carrier,Boarded,Singapore Straits,01:17.79N –104:20.47E,1.3052777777777778,104.34638888888888,26.86128697892291
China Pioneer,2019,Bulk Carrier,Boarded,Singapore Straits,01:16.2N –104:13.4E,1.2672222222222222,104.21777777777778,16.007465865086274
CMA CGM New,2019,Jersey,Boarded,"Manila Anchorage,",14:32.77N –120:52.65E,14.554722222222223,120.88472222222221,8.004030825306142
Berge Asahidake,2019,Bulk Carrier,Boarded,"Panjang Anchorage,",05:30.3S –105:17.5E,-5.5008333333333335,105.28472222222221,4.767475197070852
Bamzi,2019,Tanker,Boarded,Singapore Straits,01:15.26N –104:05.00E,1.2572222222222222,104.08333333333333,12.34210066846917
Trust Star,2019,Bulk Carrier,Boarded,Singapore Straits,01:15.57N –104:07.01E,1.2658333333333334,104.11694444444444,10.991319206491225
Name Withheld,2019,Bulk Carrier,Boarded,Caofeidian,38:53.60N –118:36.65E,38.9,118.61805555555554,63.3512123233095
FMG Northern,2019,Spirit,Boarded,Jingtang,38:52.8N –119:11.8E,38.86888888888889,119.18555555555555,66.605882784306
RTM Dampier,2019,Bulk Carrier,Boarded,Caofeidian,38:52.50N –118:42.60E,38.88055555555555,118.71666666666667,62.659972609690904
Molengracht,2019,General Cargo,Boarded,"Lotus Port,",10:44.45N –106:44.71E,10.745833333333332,106.75305555555556,4.180783507204227
Kota Waris,2019,Container,Boarded,Phuoc Long,10:44.3N –106:46.2E,10.734166666666665,106.76722222222222,4.179279230217905
Sonangol Namibe,2019,Tanker,Boarded,Visakhapatnam,17:37.1N –083:19.2E,17.616944444444446,83.31722222222221,6.498509066741086
Trammo Cornell,2019,LPG Tanker,Boarded,Kakinada,17:03.8N –082:26.2E,17.052222222222223,82.43388888888889,20.553066679163475
CMA CGM,2019,Kingston,Boarded,Mamonal,10:19.1N –075:31.3W,10.316944444444443,-75.5175,9.36775174555144
Gerd Knutsen,2019,Tanker,Boarded,Puerto Jose,10:11.7N –064:47.3W,10.185277777777777,-64.78416666666666,10.116284928015084
Pilion,2019,Bulk Carrier,Boarded,Macapa,00:03.5N –050:57.8W,0.051388888888888894,-50.952222222222225,12.213987436783889
Navigator Virgo,2019,LPG Tanker,Boarded,San Pedro de,18:24.8N –069:19.1W,18.40222222222222,-69.31694444444445,5.786863720529297
Diamondway,2019,Tanker,Boarded,Jose Terminal,10:11.40N –064:52.17W,10.194444444444445,-64.87138888888889,19.65108906921907
Port Imabari,2019,Bulk Carrier,Boarded,"Callao Anchorage,",12:01.9S –077:11.2W,-12.019166666666667,-77.18388888888889,6.464268332308901
Taurus,2019,Bulk Carrier,Boarded,Puerto Bolivar,12:17.9N –072:01.2W,12.285833333333333,-72.01722222222222,68.7048588454423
Name Withheld,2019,Tanker,Boarded,Puerto Jose,10:12.3N –064:45.9W,10.200833333333332,-64.7525,6.6986150007577105
Seletar Spirit,2019,Tanker,Boarded,Puerto La Cruz,10:17.0N –064:42.2W,10.283333333333333,-64.70055555555555,10.18135562573066
Aqua Lobo,2019,Pleasure Craft,Boarded,Around 1.9nm,09:16.40N –078:07.45W,9.277777777777779,-78.12916666666666,3.422241349083053
Methane Mickie,2019,Harper,Boarded,"Callao Anchorage,",11:59.8S –077:11.9W,-11.985555555555555,-77.18583333333333,9.19962798540896
CS Sonoma,2019,Bulk Carrier,Boarded,Macapa,00:03.27N –050:58.93W,0.0575,-50.9925,7.739695572825913
Tog Mor,2019,Maintenance,Boarded,Ciudad Del,18:48.8N –091:47.8W,18.802222222222223,-91.78555555555555,17.922142820273383
EF Eldra,2019,Container,Boarded,Around 4.5nm,02:32.44S –080:05.72W,-2.5455555555555556,-80.10333333333332,24.156002248819856
Dorthe Oldendorff,2019,Bulk Carrier,Boarded,"Callao Anchorage,",12:01.5S –077:11.9W,-12.018055555555556,-77.18583333333333,6.708631404876906
Anshun,2019,Bulk Carrier,Boarded,Port Au Prince,18:33.9N –072:23.2W,18.552500000000002,-72.38388888888889,2.049586280271502
Name Withheld,2019,Product Tanker,Boarded,"Callao Anchorage,",11:59.6S –077:11.1W,-11.985,-77.18361111111112,9.104365114513511
Ocean Mercury,2019,Bulk Carrier,Boarded,"Callao Anchorage,",12:01.70S –077:12.62W,-12.036111111111111,-77.21722222222222,9.1670064544762
Galveston Highway,2019,Vehicle Carrier,Boarded,"Callao Anchorage,",12:01.8S –077:11.7W,-12.01888888888889,-77.18527777777778,6.607361311333437
Cano,2019,Bulk Carrier,Boarded,"Callao Anchorage,",12:01.4S –077:13.3W,-12.017777777777779,-77.2175,9.780448580878064
Lunita,2019,Bulk Carrier,Boarded,"Callao Anchorage,",12:01.42S –077:13.75W,-12.028333333333334,-77.2375,11.505235276038768
FSL Singapore,2019,Product Tanker,Boarded,Lagos Security,06:17.8N –003:19.3E,6.285555555555556,3.3175,18.269712001509713
Two Million Ways,2019,Tanker,Boarded,Lagos STS,06:16.3N –003:20.1E,6.2675,3.3336111111111113,20.18231533495794
Nord Valorous,2019,Product Tanker,Boarded,"Abidjan Anchorage,",05:12.4N –004:02.8W,5.2011111111111115,-4.035555555555556,13.026196326649819
Name Withheld,2019,Landing Craft,Boarded,Around 136nm SW,02:32.6N –004:47.3E,2.5349999999999997,4.784166666666667,254.6108361418116
Histria Ivory,2019,Product Tanker,Boarded,"Port of Monrovia,",06:21.1N –010:47.8W,6.3502777777777775,-10.785555555555556,5.641795838079691
Anna,2019,General Cargo,Boarded,Takoradi,04:54.6N –001:40.2W,4.901666666666667,-1.6672222222222222,6.364086884652749
Maersk Jamnagar,2019,Tanker,Boarded,Aboadze,04:56.4N –001:34.3W,4.934444444444445,-1.5675,14.17432711748367
Cap Theodora,2019,Tanker,Boarded,Around 105nm,04:38.0N –003:14.1E,4.633333333333333,3.233611111111111,197.50649316813764
E. Francis,2019,Offshore Support,Boarded,Around 32nm SE of,03:57.2N –006:39.0E,3.950555555555556,6.65,60.52594204550832
Nord Steady,2019,Product Tanker,Boarded,Lagos Secure,06:15.2N –003:12.3E,6.250555555555556,3.2008333333333336,19.568513791985588
Anuket Pearl,2019,Product Tanker,Boarded,Takoradi,04:52.86N –001:41.42W,4.890555555555556,-1.695,5.292594810181919
Nord Steady,2019,Product Tanker,Boarded,Lagos STS,06:18.9N –003:17.4E,6.3025,3.2844444444444445,17.184993087071557
Maria Soltin,2019,Chemical Tanker,Hijacked,"Lagos Offshore,",05:49.10N –003:49.00E,5.819444444444445,3.8166666666666664,69.548816173657
San Padre Pio,2019,Product Tanker,Boarded,Bonny River Inner,04:28.1N –007:10.1E,4.466944444444445,7.166944444444445,1.7483116999783868
Ocean Gladiator,2019,Product Tanker,Boarded,"Lagos Anchorage,",06:20.3N –003:20.5E,6.3341666666666665,3.3347222222222226,12.8107072552763
Siviu,2019,Product Tanker,Boarded,Ango-Ango Inner,05:50.5S –013:25.5E,-5.834722222222222,13.418055555555554,5.002581287598306
Marlin Amber,2019,Product Tanker,Boarded,Lagos Secure,06:16.07N –003:13.11E,6.268611111111111,3.2197222222222224,18.592317117703125
Blue Marlin,2019,Heavy Load Carrier,Boarded,Around 48nm SW,03:03.2N –007:52.3E,3.0505555555555555,7.867500000000001,88.60424232459977
Hanze Gendt,2019,Bulk Carrier,Boarded,"Conakry Anchorage,",09:23.94N –013:41.26W,9.409444444444444,-13.690555555555555,13.890335481081035
D&K Yusuf I. Al￾,2019,Ghanim,Boarded,Nacala Inner,14:32.56S –040:39.16E,-14.54888888888889,40.654444444444444,3.661464403007536
Pomerenia Sky,2019,Container,Boarded,Freetown,08:28.1N –013:28.1W,8.466944444444444,-13.466944444444444,20.398268231875285
Spring Rainbow,2019,Bulk Carrier,Boarded,"Berth No.TC09,",06:25.76N –003:20.52E,6.437777777777778,3.347777777777778,1.7405864923973773
Torm Thor,2019,Product Tanker,Boarded,"Lagos Anchorage,",06:18.06N –003:23.35E,6.301666666666667,3.3930555555555557,16.252554009356412
New Century,2019,Tanker,Boarded,"Mbaraki Wharf,",04:04.6S –039:39.8E,-4.068333333333333,39.65222222222222,1.9696513237817206
Bliss,2019,Bulk Carrier,Boarded,"Monrovia Roads,",06:19.8N –010:51.4W,6.318888888888889,-10.851111111111111,6.332358867918826
Celsius Riga,2019,Chemical Tanker,Boarded,Nacala Outer,14:23.3S –040:42.0E,-14.384166666666665,40.7,19.802027941089385
Prince Job 1,2019,Offshore Supply,Boarded,Federal Ocean,04:40.50N –007:09.31E,4.680555555555556,7.158611111111111,6.415380683713517
Name Withheld,2019,Bulk Carrier,Boarded,"Douala Anchorage,",03:52.40N –009:31.12E,3.8777777777777778,9.520000000000001,27.825517365221238
Name Withheld,2019,LPG Tanker,Boarded,"50nm SE of Brass,",03:34.84N –006:40.75E,3.59,6.6875,94.01840973781778
Name Withheld,2019,Fishing Vessel,Boarded,Around 4.5nm SW,04:10.26N –008:55.38E,4.173888888888889,8.927222222222222,31.656061024182197
Name Withheld,2019,Product Tanker,Boarded,Around 5nm SSW,09:25.0N –013:44.1W,9.416666666666666,-13.73361111111111,14.022446909041719
Grace Victoria,2019,Product Tanker,Boarded,Lagos Secure,06:17.7N –003:14.1E,6.285277777777778,3.233611111111111,17.829270797977216
